flight_id,ArrivalTerminal,baggageID,boardGate,checkinTable,DepartureTerminal,flight_arr_actual_date,flight_arr_actual_full,flight_arr_actual_time,flight_arr_actual_UTC,flight_arr_estimated_date,flight_arr_estimated_full,flight_arr_estimated_time,flight_arr_estimated_UTC,flight_arr_scheduled_date,flight_arr_scheduled_full,flight_arr_scheduled_time,flight_arr_scheduled_UTC,flight_dep_actual_date,flight_dep_actual_full,flight_dep_actual_time,flight_dep_actual_UTC,flight_dep_estimated_date,flight_dep_estimated_full,flight_dep_estimated_time,flight_dep_estimated_UTC,flight_dep_scheduled_date,flight_dep_scheduled_full,flight_dep_scheduled_time,flight_dep_scheduled_UTC,flight_map_flag,flightArr,flightCarrier,flightDate,flightDep,flightNumber,flightStatus,flightTDOWN_date,flightTDOWN_full,flightTDOWN_time,flightTDOWN_UTC,flightTKOFF_date,flightTKOFF_full,flightTKOFF_time,flightTKOFF_UTC,lastUpdatedCache,prev_arrivalstation,prev_ata,prev_atd,prev_carrierCode,prev_departurestation,prev_eta,prev_etd,prev_flightnumber,prev_legcode,prev_sta,prev_std,recordLocator,rego,utcFlightArrival,utcFlightDepart
AK889_2026-04-08_DMK_KUL,2,5,12,4,1,2025-06-03,2025-06-03 23:00:00,11:00 PM,2025-06-03 15:00:00,null,null,null,null,2025-06-03,2025-06-03 23:00:00,11:00 PM,2025-06-03 15:00:00,2025-06-03,2025-06-03 19:47:00,7:47 PM,2025-06-03 12:47:00,null,null,null,null,2025-06-03,2025-06-03 19:50:00,7:50 PM,2025-06-03 12:50:00,False,KUL,AK,2025-06-03,DMK,"""AK 889  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 16:31:09,DMK,2025-06-03T12:17:00,2025-06-03T10:02:00,AK,KUL,2025-06-03T12:19:00,null,"""888  ""","""  """,2025-06-03T12:20:00,2025-06-03T10:00:00,null,9M-AJG,2025-06-03 03:00:00,2025-06-03 12:50:00
AK516_2025-12-27_KUL_HAN,2,8,P13,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 08:16:00,8:16 AM,2025-06-02 01:16:00,null,null,null,null,2025-06-02,2025-06-02 08:15:00,8:15 AM,2025-06-02 01:15:00,2025-06-02,2025-06-02 06:05:00,6:05 AM,2025-06-01 22:05:00,null,null,null,null,2025-06-02,2025-06-02 06:05:00,6:05 AM,2025-06-01 22:05:00,False,HAN,AK,2025-06-01,KUL,"""AK 516  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 01:31:10,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AHL,2025-06-02 01:15:00,2025-06-01 22:05:00
AK886_2025-01-22_KUL_DMK,1,6,L7,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 17:21:00,5:21 PM,2025-06-03 10:21:00,null,null,null,null,2025-06-03,2025-06-03 17:15:00,5:15 PM,2025-06-03 10:15:00,2025-06-03,2025-06-03 16:19:00,4:19 PM,2025-06-03 08:19:00,null,null,null,null,2025-06-03,2025-06-03 16:05:00,4:05 PM,2025-06-03 08:05:00,False,DMK,AK,2025-06-03,KUL,"""AK 886  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 11:21:12,KUL,2025-06-03T07:41:00,2025-06-03T03:45:00,AK,SZX,2025-06-03T07:46:00,null,"""127  ""","""  """,2025-06-03T07:35:00,2025-06-03T03:25:00,null,9M-AGQ,2025-06-03 10:15:00,2025-06-03 08:05:00
AK4103_2025-01-03,1,,6,,""" """,2025-06-01,2025-06-01 22:50:00,10:50 PM,2025-06-01 14:50:00,null,null,null,null,2025-06-01,2025-06-01 23:00:00,11:00 PM,2025-06-01 15:00:00,2025-06-01,2025-06-01 20:12:00,8:12 PM,2025-06-01 12:12:00,null,null,null,null,2025-06-01,2025-06-01 20:30:00,8:30 PM,2025-06-01 12:30:00,False,BKI,AK,2025-06-01,SZB,"""AK 4103 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 15:01:12,SZB,2025-06-01T11:10:00,2025-06-01T09:29:00,AK,KCH,2025-06-01T11:25:00,null,"""4236 ""","""  """,2025-06-01T11:30:00,2025-06-01T09:40:00,null,9M-RAA,2025-06-01 03:00:00,2025-06-01 12:30:00
AK6180_2025-04-19_KCH_MYY,""" """,,,,""" """,2025-06-02,2025-06-02 07:34:00,7:34 AM,2025-06-01 23:34:00,null,null,null,null,2025-06-02,2025-06-02 08:01:00,8:01 AM,2025-06-02 00:01:00,2025-06-02,2025-06-02 06:38:00,6:38 AM,2025-06-01 22:38:00,null,null,null,null,2025-06-02,2025-06-02 07:00:00,7:00 AM,2025-06-01 23:00:00,False,MYY,AK,2025-06-01,KCH,"""AK 6180 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 23:51:12,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQF,2025-06-02 12:01:00,2025-06-01 23:00:00
AK881_2025-05-10_DMK_KUL,2,7,23,4,1,2025-06-01,2025-06-01 13:19:00,1:19 PM,2025-06-01 05:19:00,null,null,null,null,2025-06-01,2025-06-01 13:20:00,1:20 PM,2025-06-01 05:20:00,2025-06-01,2025-06-01 09:59:00,9:59 AM,2025-06-01 02:59:00,null,null,null,null,2025-06-01,2025-06-01 10:05:00,10:05 AM,2025-06-01 03:05:00,False,KUL,AK,2025-06-01,DMK,"""AK 881  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 05:41:21,DMK,2025-06-01T02:26:00,2025-06-01T00:12:00,AK,KUL,2025-06-01T02:28:00,null,"""880  ""","""  """,2025-06-01T02:30:00,2025-06-01T00:20:00,null,9M-AGS,2025-06-01 05:20:00,2025-06-01 03:05:00
AK5648_2026-02-14_KUL_MYY,""" """,,K8,"""S,T""",2,2025-06-02,2025-06-02 23:43:00,11:43 PM,2025-06-02 15:43:00,null,null,null,null,2025-06-02,2025-06-02 22:10:00,10:10 PM,2025-06-02 14:10:00,2025-06-02,2025-06-02 21:25:00,9:25 PM,2025-06-02 13:25:00,null,null,null,null,2025-06-02,2025-06-02 19:50:00,7:50 PM,2025-06-02 11:50:00,False,MYY,AK,2025-06-02,KUL,"""AK 5648 """,LANDED,null,null,null,null,null,null,null,null,2025-06-02 16:51:12,KUL,2025-06-02T12:45:00,2025-06-02T10:34:00,AK,SGN,2025-06-02T12:35:00,2025-06-02T10:05:00,"""523  ""","""  """,2025-06-02T11:10:00,2025-06-02T09:10:00,null,9M-AFE,2025-06-02 02:10:00,2025-06-02 11:50:00
AK6119_2025-02-18_PEN_KUL,2,3,A1A,24-36,""" """,2025-06-01,2025-06-01 12:00:00,12:00 PM,2025-06-01 04:00:00,null,null,null,null,2025-06-01,2025-06-01 12:00:00,12:00 PM,2025-06-01 04:00:00,2025-06-01,2025-06-01 11:03:00,11:03 AM,2025-06-01 03:03:00,null,null,null,null,2025-06-01,2025-06-01 11:00:00,11:00 AM,2025-06-01 03:00:00,False,KUL,AK,2025-06-01,PEN,"""AK 6119 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:51:14,PEN,2025-06-01T02:28:00,2025-06-01T01:30:00,AK,KUL,2025-06-01T02:24:00,null,"""6118 ""","""  """,2025-06-01T02:25:00,2025-06-01T01:30:00,null,9M-AJN,2025-06-01 04:00:00,2025-06-01 03:00:00
AK123_2024-12-09,,10,304,E,,2025-06-02,2025-06-02 02:31:00,2:31 AM,2025-06-01 18:31:00,null,null,null,null,2025-06-02,2025-06-02 01:55:00,1:55 AM,2025-06-01 17:55:00,2025-06-01,2025-06-01 22:21:00,10:21 PM,2025-06-01 14:21:00,null,null,null,null,2025-06-01,2025-06-01 21:50:00,9:50 PM,2025-06-01 13:50:00,False,KUL,AK,2025-06-01,SZX,"""AK 123  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 18:41:12,SZX,2025-06-01T13:31:00,2025-06-01T09:00:00,AK,KUL,2025-06-01T13:24:00,2025-06-01T08:45:00,"""122  ""","""  """,2025-06-01T12:45:00,2025-06-01T08:30:00,null,9M-AGC,2025-06-01 05:55:00,2025-06-01 13:50:00
AK887_2026-01-08_DMK_KUL,2,6,23,4,1,2025-06-03,2025-06-03 20:12:00,8:12 PM,2025-06-03 12:12:00,null,null,null,null,2025-06-03,2025-06-03 20:05:00,8:05 PM,2025-06-03 12:05:00,2025-06-03,2025-06-03 16:54:00,4:54 PM,2025-06-03 09:54:00,null,null,null,null,2025-06-03,2025-06-03 16:50:00,4:50 PM,2025-06-03 09:50:00,False,KUL,AK,2025-06-03,DMK,"""AK 887  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 12:41:12,DMK,2025-06-03T09:15:00,2025-06-03T06:47:00,AK,KUL,2025-06-03T08:56:00,null,"""886  ""","""  """,2025-06-03T09:20:00,2025-06-03T07:00:00,null,9M-RAJ,2025-06-03 12:05:00,2025-06-03 09:50:00
AK6091_2025-04-08_SBW_BKI,""" """,,,1-7,""" """,2025-06-02,2025-06-02 08:43:00,8:43 AM,2025-06-02 00:43:00,null,null,null,null,2025-06-02,2025-06-02 08:50:00,8:50 AM,2025-06-02 00:50:00,2025-06-02,2025-06-02 07:30:00,7:30 AM,2025-06-01 23:30:00,null,null,null,null,2025-06-02,2025-06-02 07:35:00,7:35 AM,2025-06-01 23:35:00,False,BKI,AK,2025-06-01,SBW,"""AK 6091 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 00:51:11,SBW,2025-06-01T23:05:00,2025-06-01T21:53:00,AK,BKI,2025-06-01T23:07:00,null,"""6090 ""","""  """,2025-06-01T23:10:00,2025-06-01T22:00:00,null,9M-NEO,2025-06-02 12:50:00,2025-06-01 23:35:00
AK6044_2026-04-12_KUL_JHB,""" """,,K10,"""S,T""",2,2025-06-02,2025-06-02 17:27:00,5:27 PM,2025-06-02 09:27:00,null,null,null,null,2025-06-02,2025-06-02 17:15:00,5:15 PM,2025-06-02 09:15:00,2025-06-02,2025-06-02 16:34:00,4:34 PM,2025-06-02 08:34:00,null,null,null,null,2025-06-02,2025-06-02 16:25:00,4:25 PM,2025-06-02 08:25:00,False,JHB,AK,2025-06-02,KUL,"""AK 6044 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 09:41:10,KUL,2025-06-02T08:04:00,2025-06-02T04:02:00,AK,HKG,2025-06-02T08:02:00,null,"""139  ""","""  """,2025-06-02T07:55:00,2025-06-02T03:55:00,null,9M-AHZ,2025-06-02 09:15:00,2025-06-02 08:25:00
AK6472_2025-10-23_KCH_SBW,""" """,,3,,""" """,2025-06-01,2025-06-01 10:08:00,10:08 AM,2025-06-01 02:08:00,null,null,null,null,2025-06-01,2025-06-01 10:10:00,10:10 AM,2025-06-01 02:10:00,2025-06-01,2025-06-01 09:29:00,9:29 AM,2025-06-01 01:29:00,null,null,null,null,2025-06-01,2025-06-01 09:35:00,9:35 AM,2025-06-01 01:35:00,False,SBW,AK,2025-06-01,KCH,"""AK 6472 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 02:21:13,KCH,2025-06-01T01:04:00,2025-05-31T23:42:00,AK,BKI,2025-06-01T01:04:00,null,"""6351 ""","""  """,2025-06-01T01:10:00,2025-05-31T23:50:00,null,9M-DAE,2025-06-01 02:10:00,2025-06-01 01:35:00
AK380_2026-04-09_KUL_CGK,2,,P4,"""U,V,W,X,Y""",2,2025-06-06,2025-06-06 08:03:00,8:03 AM,2025-06-06 01:03:00,null,null,null,null,2025-06-06,2025-06-06 08:05:00,8:05 AM,2025-06-06 01:05:00,2025-06-06,2025-06-06 06:56:00,6:56 AM,2025-06-05 22:56:00,null,null,null,null,2025-06-06,2025-06-06 07:00:00,7:00 AM,2025-06-05 23:00:00,False,CGK,AK,2025-06-05,KUL,"""AK 380  """,Landed,null,null,null,null,null,null,null,null,2025-06-06 01:31:10,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQB,2025-06-06 01:05:00,2025-06-05 23:00:00
AK348_2025-09-28_KUL_YIA,""" """,,L14,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 17:26:00,5:26 PM,2025-06-02 10:26:00,null,null,null,null,2025-06-02,2025-06-02 17:05:00,5:05 PM,2025-06-02 10:05:00,2025-06-02,2025-06-02 16:08:00,4:08 PM,2025-06-02 08:08:00,null,null,null,null,2025-06-02,2025-06-02 15:30:00,3:30 PM,2025-06-02 07:30:00,False,YIA,AK,2025-06-02,KUL,"""AK 348  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 10:31:10,KUL,2025-06-02T07:28:00,2025-06-02T06:24:00,AK,PEN,2025-06-02T07:30:00,2025-06-02T06:20:00,"""6154 ""","""  """,2025-06-02T07:00:00,2025-06-02T06:00:00,null,9M-AHE,2025-06-02 10:05:00,2025-06-02 07:30:00
AK6145_2026-03-12_PEN_KUL,2,3,B3,24-36,""" """,2025-06-06,2025-06-06 07:40:00,7:40 AM,2025-06-05 23:40:00,null,null,null,null,2025-06-06,2025-06-06 07:55:00,7:55 AM,2025-06-05 23:55:00,2025-06-06,2025-06-06 06:37:00,6:37 AM,2025-06-05 22:37:00,null,null,null,null,2025-06-06,2025-06-06 06:55:00,6:55 AM,2025-06-05 22:55:00,False,KUL,AK,2025-06-05,PEN,"""AK 6145 """,Landed,null,null,null,null,null,null,null,null,2025-06-06 00:11:15,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-DAG,2025-06-05 11:55:00,2025-06-05 22:55:00
AK1574_2026-03-10_BKI_HGH,4,28,B6,D,1,2025-06-01,2025-06-01 19:41:00,7:41 PM,2025-06-01 11:41:00,null,null,null,null,2025-06-01,2025-06-01 19:30:00,7:30 PM,2025-06-01 11:30:00,2025-06-01,2025-06-01 15:05:00,3:05 PM,2025-06-01 07:05:00,null,null,null,null,2025-06-01,2025-06-01 15:05:00,3:05 PM,2025-06-01 07:05:00,False,HGH,AK,2025-06-01,BKI,"""AK 1574 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 12:41:11,BKI,2025-06-01T06:25:00,2025-06-01T00:55:00,AK,ICN,2025-06-01T06:35:00,null,"""1624 ""","""  """,2025-06-01T06:30:00,2025-06-01T01:15:00,null,9M-RAK,2025-06-01 11:30:00,2025-06-01 07:05:00
AK5208_2025-10-14_KUL_KCH,""" """,C,J11,"""S,T""",2,2025-06-02,2025-06-02 14:04:00,2:04 PM,2025-06-02 06:04:00,null,null,null,null,2025-06-02,2025-06-02 14:10:00,2:10 PM,2025-06-02 06:10:00,2025-06-02,2025-06-02 12:19:00,12:19 PM,2025-06-02 04:19:00,null,null,null,null,2025-06-02,2025-06-02 12:25:00,12:25 PM,2025-06-02 04:25:00,False,KCH,AK,2025-06-02,KUL,"""AK 5208 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 06:11:12,KUL,2025-06-02T03:48:00,2025-06-02T02:45:00,AK,PEN,2025-06-02T03:56:00,null,"""6119 ""","""  """,2025-06-02T03:55:00,2025-06-02T02:55:00,null,9M-AJN,2025-06-02 06:10:00,2025-06-02 04:25:00
AK1582_2025-07-22_KNO_PEN,""" """,C,,B,""" """,2025-06-02,2025-06-02 15:35:00,3:35 PM,2025-06-02 07:35:00,null,null,null,null,2025-06-02,2025-06-02 15:10:00,3:10 PM,2025-06-02 07:10:00,2025-06-02,2025-06-02 13:55:00,1:55 PM,2025-06-02 06:55:00,null,null,null,null,2025-06-02,2025-06-02 13:25:00,1:25 PM,2025-06-02 06:25:00,False,PEN,AK,2025-06-02,KNO,"""AK 1582 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 07:51:16,KNO,2025-06-02T06:15:00,2025-06-02T05:14:00,AK,PEN,2025-06-02T06:18:00,null,"""1583 ""","""  """,2025-06-02T06:00:00,2025-06-02T05:10:00,null,9M-AJS,2025-06-02 07:10:00,2025-06-02 06:25:00
AK1506_2024-12-18,""" """,,B6B,D,""" """,null,null,null,null,2025-06-01,2025-06-01 11:26:00,11:26 AM,2025-06-01 03:26:00,2025-06-01,2025-06-01 11:15:00,11:15 AM,2025-06-01 03:15:00,2025-06-01,2025-06-01 08:15:00,8:15 AM,2025-06-01 00:15:00,null,null,null,null,2025-06-01,2025-06-01 08:20:00,8:20 AM,2025-06-01 00:20:00,False,KHH,AK,2025-06-01,BKI,"""AK 1506 """,Departed On Time,null,null,null,null,null,null,null,null,2025-06-01 00:41:15,BKI,2025-05-31T20:55:00,2025-05-31T15:42:00,AK,ICN,2025-05-31T21:13:00,null,"""1624 ""","""  """,2025-05-31T21:35:00,2025-05-31T16:05:00,null,9M-RAP,2025-06-01 03:15:00,2025-06-01 00:20:00
AK6188_2026-03-16_KCH_MYY,""" """,,3,,""" """,2025-06-01,2025-06-01 19:17:00,7:17 PM,2025-06-01 11:17:00,null,null,null,null,2025-06-01,2025-06-01 19:30:00,7:30 PM,2025-06-01 11:30:00,2025-06-01,2025-06-01 18:18:00,6:18 PM,2025-06-01 10:18:00,null,null,null,null,2025-06-01,2025-06-01 18:30:00,6:30 PM,2025-06-01 10:30:00,False,MYY,AK,2025-06-01,KCH,"""AK 6188 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 11:21:20,KCH,2025-06-01T09:50:00,2025-06-01T08:51:00,AK,MYY,2025-06-01T09:54:00,2025-06-01T08:43:00,"""6183 ""","""  """,2025-06-01T09:30:00,2025-06-01T08:30:00,null,9M-AQN,2025-06-01 11:30:00,2025-06-01 10:30:00
AK387_2026-01-20_CGK_KUL,2,8,F2,91-98,2,null,null,null,null,null,null,null,null,2025-06-03,2025-06-03 22:50:00,10:50 PM,2025-06-03 14:50:00,null,null,null,null,null,null,null,null,2025-06-03,2025-06-03 19:25:00,7:25 PM,2025-06-03 12:25:00,False,KUL,AK,2025-06-03,CGK,"""AK 387  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 17:51:09,CGK,null,null,AK,KUL,null,null,"""386  ""","""  """,2025-06-03T11:20:00,2025-06-03T09:10:00,null,9M-AFD,2025-06-03 02:50:00,2025-06-03 12:25:00
AK5143_2025-05-01_BKI_KUL,2,,A9,D01-D16,""" """,2025-06-01,2025-06-01 23:19:00,11:19 PM,2025-06-01 15:19:00,null,null,null,null,2025-06-01,2025-06-01 22:20:00,10:20 PM,2025-06-01 14:20:00,2025-06-01,2025-06-01 20:44:00,8:44 PM,2025-06-01 12:44:00,null,null,null,null,2025-06-01,2025-06-01 19:45:00,7:45 PM,2025-06-01 11:45:00,False,KUL,AK,2025-06-01,BKI,"""AK 5143 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 15:41:19,BKI,2025-06-01T12:15:00,2025-06-01T09:14:00,AK,KUL,2025-06-01T12:13:00,2025-06-01T09:05:00,"""5142 ""","""  """,2025-06-01T11:10:00,2025-06-01T08:35:00,null,9M-RAB,2025-06-01 02:20:00,2025-06-01 11:45:00
AK856_2026-02-15_KUL_CNX,2,4,L16,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 15:13:00,3:13 PM,2025-06-03 08:13:00,null,null,null,null,2025-06-03,2025-06-03 14:45:00,2:45 PM,2025-06-03 07:45:00,2025-06-03,2025-06-03 13:32:00,1:32 PM,2025-06-03 05:32:00,null,null,null,null,2025-06-03,2025-06-03 13:00:00,1:00 PM,2025-06-03 05:00:00,False,CNX,AK,2025-06-03,KUL,"""AK 856  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 09:11:10,KUL,2025-06-03T04:50:00,2025-06-03T03:36:00,AK,LGK,2025-06-03T04:55:00,null,"""6335 ""","""  """,2025-06-03T04:30:00,2025-06-03T03:30:00,null,9M-AJP,2025-06-03 07:45:00,2025-06-03 05:00:00
AK5031_2025-02-09_SBW_JHB,""" """,,,1-7,""" """,2025-06-01,2025-06-01 13:06:00,1:06 PM,2025-06-01 05:06:00,null,null,null,null,2025-06-01,2025-06-01 13:20:00,1:20 PM,2025-06-01 05:20:00,2025-06-01,2025-06-01 11:32:00,11:32 AM,2025-06-01 03:32:00,null,null,null,null,2025-06-01,2025-06-01 11:45:00,11:45 AM,2025-06-01 03:45:00,False,JHB,AK,2025-06-01,SBW,"""AK 5031 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 05:21:11,SBW,2025-06-01T03:04:00,2025-06-01T01:33:00,AK,JHB,2025-06-01T03:08:00,null,"""5030 ""","""  """,2025-06-01T03:20:00,2025-06-01T01:45:00,null,9M-AQB,2025-06-01 05:20:00,2025-06-01 03:45:00
AK6130_2025-01-26_KUL_PEN,""" """,F,J1,"""S,T""",2,2025-06-01,2025-06-01 22:46:00,10:46 PM,2025-06-01 14:46:00,null,null,null,null,2025-06-01,2025-06-01 19:15:00,7:15 PM,2025-06-01 11:15:00,2025-06-01,2025-06-01 21:42:00,9:42 PM,2025-06-01 13:42:00,null,null,null,null,2025-06-01,2025-06-01 18:15:00,6:15 PM,2025-06-01 10:15:00,False,PEN,AK,2025-06-01,KUL,"""AK 6130 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 15:51:14,KUL,2025-06-01T13:03:00,2025-06-01T12:01:00,AK,PEN,2025-06-01T12:57:00,2025-06-01T11:50:00,"""6131 ""","""  """,2025-06-01T09:45:00,2025-06-01T08:40:00,null,9M-DAE,2025-06-01 11:15:00,2025-06-01 10:15:00
AK1502_2025-01-17_PEN_SGN,2,,A1A,24-36,""" """,2025-06-02,2025-06-02 12:58:00,12:58 PM,2025-06-02 05:58:00,null,null,null,null,2025-06-02,2025-06-02 13:05:00,1:05 PM,2025-06-02 06:05:00,2025-06-02,2025-06-02 12:10:00,12:10 PM,2025-06-02 04:10:00,null,null,null,null,2025-06-02,2025-06-02 12:15:00,12:15 PM,2025-06-02 04:15:00,False,SGN,AK,2025-06-02,PEN,"""AK 1502 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 06:01:13,PEN,2025-06-02T03:38:00,2025-06-02T02:44:00,AK,KUL,2025-06-02T03:41:00,null,"""6142 ""","""  """,2025-06-02T03:40:00,2025-06-02T02:45:00,null,9M-AQZ,2025-06-02 06:05:00,2025-06-02 04:15:00
AK1723_2025-08-02_PEN_SIN,4,2,A1A,24-36,""" """,2025-06-02,2025-06-02 15:29:00,3:29 PM,2025-06-02 07:29:00,null,null,null,null,2025-06-02,2025-06-02 13:20:00,1:20 PM,2025-06-02 05:20:00,2025-06-02,2025-06-02 13:55:00,1:55 PM,2025-06-02 05:55:00,null,null,null,null,2025-06-02,2025-06-02 11:50:00,11:50 AM,2025-06-02 03:50:00,False,SIN,AK,2025-06-02,PEN,"""AK 1723 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 08:51:18,PEN,2025-06-02T03:54:00,2025-06-02T01:24:00,AK,BKI,2025-06-02T04:05:00,null,"""5323 ""","""  """,2025-06-02T04:00:00,2025-06-02T01:20:00,null,9M-AQQ,2025-06-02 05:20:00,2025-06-02 03:50:00
AK5740_2026-03-23_KUL_TWU,""" """,B,K14,"""S,T""",2,2025-06-03,2025-06-03 13:02:00,1:02 PM,2025-06-03 05:02:00,null,null,null,null,2025-06-03,2025-06-03 13:10:00,1:10 PM,2025-06-03 05:10:00,2025-06-03,2025-06-03 10:11:00,10:11 AM,2025-06-03 02:11:00,null,null,null,null,2025-06-03,2025-06-03 10:15:00,10:15 AM,2025-06-03 02:15:00,False,TWU,AK,2025-06-03,KUL,"""AK 5740 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 05:21:13,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-VAF,2025-06-03 05:10:00,2025-06-03 02:15:00
AK6352_2025-04-23_KCH_BKI,1,,,,""" """,2025-06-01,2025-06-01 17:39:00,5:39 PM,2025-06-01 09:39:00,null,null,null,null,2025-06-01,2025-06-01 17:30:00,5:30 PM,2025-06-01 09:30:00,2025-06-01,2025-06-01 16:14:00,4:14 PM,2025-06-01 08:14:00,null,null,null,null,2025-06-01,2025-06-01 16:00:00,4:00 PM,2025-06-01 08:00:00,False,BKI,AK,2025-06-01,KCH,"""AK 6352 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 09:41:13,KCH,2025-06-01T07:43:00,2025-06-01T05:56:00,AK,KUL,2025-06-01T07:48:00,null,"""5210 ""","""  """,2025-06-01T07:35:00,2025-06-01T05:55:00,null,9M-AQH,2025-06-01 09:30:00,2025-06-01 08:00:00
AK118_2026-04-02_KUL_CAN,3,71,L10,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 00:38:00,12:38 AM,2025-06-02 16:38:00,null,null,null,null,2025-06-03,2025-06-03 00:30:00,12:30 AM,2025-06-02 16:30:00,2025-06-02,2025-06-02 20:21:00,8:21 PM,2025-06-02 12:21:00,null,null,null,null,2025-06-02,2025-06-02 20:15:00,8:15 PM,2025-06-02 12:15:00,False,CAN,AK,2025-06-02,KUL,"""AK 118  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 16:51:09,KUL,2025-06-02T11:28:00,2025-06-02T10:18:00,AK,LGK,2025-06-02T11:31:00,null,"""6311 ""","""  """,2025-06-02T11:20:00,2025-06-02T10:20:00,null,9M-VAH,2025-06-02 04:30:00,2025-06-02 12:15:00
AK1534_2025-08-01_BKI_CAN,1,3,B2,D,1,null,null,null,null,2025-06-02,2025-06-02 00:46:00,12:46 AM,2025-06-01 16:46:00,2025-06-01,2025-06-01 23:20:00,11:20 PM,2025-06-01 15:20:00,2025-06-01,2025-06-01 21:33:00,9:33 PM,2025-06-01 13:33:00,null,null,null,null,2025-06-01,2025-06-01 20:05:00,8:05 PM,2025-06-01 12:05:00,False,CAN,AK,2025-06-01,BKI,"""AK 1534 """,Departed,null,null,null,null,null,null,null,null,2025-06-01 14:01:11,BKI,2025-06-01T10:14:00,2025-06-01T09:16:00,AK,MYY,2025-06-01T10:09:00,null,"""6074 ""","""  """,2025-06-01T10:05:00,2025-06-01T09:15:00,null,9M-RAI,2025-06-01 03:20:00,2025-06-01 12:05:00
AK483_2026-04-05_KUL_BPN,""" """,2,L5,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 18:27:00,6:27 PM,2025-06-02 10:27:00,null,null,null,null,2025-06-02,2025-06-02 18:50:00,6:50 PM,2025-06-02 10:50:00,2025-06-02,2025-06-02 15:48:00,3:48 PM,2025-06-02 07:48:00,null,null,null,null,2025-06-02,2025-06-02 15:55:00,3:55 PM,2025-06-02 07:55:00,False,BPN,AK,2025-06-02,KUL,"""AK 483  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 11:41:09,KUL,2025-06-02T07:13:00,2025-06-02T06:05:00,AK,SIN,2025-06-02T07:20:00,null,"""712  ""","""  """,2025-06-02T07:20:00,2025-06-02T06:10:00,null,9M-DAB,2025-06-02 10:50:00,2025-06-02 07:55:00
AK1381_2026-02-19_KMG_JHB,""" """,,68,"""J,K""",""" """,2025-06-02,2025-06-02 06:33:00,6:33 AM,2025-06-01 22:33:00,null,null,null,null,2025-06-02,2025-06-02 06:45:00,6:45 AM,2025-06-01 22:45:00,2025-06-02,2025-06-02 02:30:00,2:30 AM,2025-06-01 18:30:00,null,null,null,null,2025-06-02,2025-06-02 02:30:00,2:30 AM,2025-06-01 18:30:00,False,JHB,AK,2025-06-01,KMG,"""AK 1381 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 22:51:10,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AFE,2025-06-01 10:45:00,2025-06-01 18:30:00
